text,label,source,collected_at,predicted_label,model_confidence
"Are you in castor? You need to see something
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.748
"Ok which your another number
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.604
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.641
"I am late. I will be there at
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"Just seeing your missed call my dear brother. Do have a gr8 day.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.701
"Thts wat Wright Brother did to fly..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.658
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Rofl betta invest in some  anti aging products
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.656
"I need... Coz i never go before 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.704
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.727
"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.523
"Call me da, i am waiting for your call.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.508
"I can take you at like noon
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.731
"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.553
"K give me a sec, breaking a  &lt;#&gt;  at cstore
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.701
"Its ok, called mom instead have fun
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.683
"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.699
"Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.726
"No chikku nt yet.. Ya i'm free
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.593
"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.656
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.587
"Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.623
"My uncles in Atlanta. Wish you guys a great semester.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.553
"have * good weekend.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.668
"sorry, no, have got few things to do. may be in pub later.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.638
"Are you ok. What happen to behave like this
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.751
"I'm e person who's doing e sms survey...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"How come guoyang go n tell her? Then u told her?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.74
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.654
"FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.726
"cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Dear, will call Tmorrow.pls accomodate.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"No calls..messages..missed calls
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.65
"FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.735
"Sorry, I'll call later
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.581
"Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.641
"Come to me right now, Ahmad
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"Does daddy have a bb now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"Rats. Hey did u ever vote for the next themes?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.633
"I not at home now lei...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Audrie lousy autocorrect
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.637
"… and don‘t worry we‘ll have finished by march … ish!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.685
"I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.687
"Today my system sh get ready.all is well and i am also in the deep well
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.708
"Haha I heard that, text me when you're around
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.772
"Thank you. I like you as well...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.719
"I will come with karnan car. Please wait till 6pm will directly goto doctor.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.674
"Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.704
"Thanks for picking up the trash.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.594
"I'm working technical support :)voice process.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.642
"Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.722
"You made my day. Do have a great day too.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.779
"Great. I'm in church now, will holla when i get out
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"U still havent got urself a jacket ah?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"Dunno lei shd b driving lor cos i go sch 1 hr oni.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"I dont know ask to my brother. Nothing problem some thing that. Just i told .
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.739
"Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.776
"They r giving a second chance to rahul dengra.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.582
"So what do you guys do.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.76
"No de.am seeing in online shop so that i asked.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.727
"Ok i am on the way to railway
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.688
"I have gone into get info bt dont know what to do
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.658
"Love that holiday Monday feeling even if I have to go to the dentists in an hour
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.655
"Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.544
"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.715
"HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"Sitting in mu waiting for everyone to get out of my suite so I can take a shower
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.638
"Y de asking like this.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.669
"Anytime lor...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.685
"Yes:)here tv is always available in work place..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.722
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.744
"I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.713
"""Gimme a few"" was  &lt;#&gt;  minutes ago
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.634
"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.713
"Just sent it. So what type of food do you like?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.596
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.74
"There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.639
"Yo dude guess who just got arrested the other day
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Hi my email address has changed now it is 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.65
"No need lar i go engin? Cos my sis at arts today...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.719
"What time should I tell my friend to be around?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.695
"Nah can't help you there, I've never had an iphone
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.677
"Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.709
"Customer place i will call you
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.581
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.635
"Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.514
"Yo, you at jp and hungry like a mofo?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"Okay, good, no problem, and thanx!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"Gudnite....tc...practice going on
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.63
"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.644
"2/2 146tf150p
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.637
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.649
"I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.704
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.669
"K..k..i'm also fine:)when will you complete the course?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.748
"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.582
"Hope you are feeling great. Pls fill me in. Abiola
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.761
"Have you laid your airtel line to rest?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.565
"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"Just sent again. Do you scream and moan in bed, princess?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"my ex-wife was not able to have kids. Do you want kids one day?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.733
"Lol or I could just starve and lose a pound by the end of the day.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.607
"Ok
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.741
"Ok can...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.733
"It's that time of the week again, ryan
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"I'm job profile seems like bpo..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.669
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.732
"Morning only i can ok.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"Dude how do you like the buff wind.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.739
"Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.552
